"PROBE_ID"	"SYMBOL"	"1.AVG_Signal"	"1.Detection.Pval"	"1.NARRAYS"	"1.ARRAY_STDEV"	"1.BEAD_STDERR"	"1.Avg_NBEADS"	"2.AVG_Signal"	"2.Detection.Pval"	"2.NARRAYS"	"2.ARRAY_STDEV"	"2.BEAD_STDERR"	"2.Avg_NBEADS"	"3.AVG_Signal"	"3.Detection.Pval"	"3.NARRAYS"	"3.ARRAY_STDEV"	"3.BEAD_STDERR"	"3.Avg_NBEADS"	"4.AVG_Signal"	"4.Detection.Pval"	"4.NARRAYS"	"4.ARRAY_STDEV"	"4.BEAD_STDERR"	"4.Avg_NBEADS"	"5.AVG_Signal"	"5.Detection.Pval"	"5.NARRAYS"	"5.ARRAY_STDEV"	"5.BEAD_STDERR"	"5.Avg_NBEADS"	"6.AVG_Signal"	"6.Detection.Pval"	"6.NARRAYS"	"6.ARRAY_STDEV"	"6.BEAD_STDERR"	"6.Avg_NBEADS"	"7.AVG_Signal"	"7.Detection.Pval"	"7.NARRAYS"	"7.ARRAY_STDEV"	"7.BEAD_STDERR"	"7.Avg_NBEADS"	"8.AVG_Signal"	"8.Detection.Pval"	"8.NARRAYS"	"8.ARRAY_STDEV"	"8.BEAD_STDERR"	"8.Avg_NBEADS"	"9.AVG_Signal"	"9.Detection.Pval"	"9.NARRAYS"	"9.ARRAY_STDEV"	"9.BEAD_STDERR"	"9.Avg_NBEADS"	"10.AVG_Signal"	"10.Detection.Pval"	"10.NARRAYS"	"10.ARRAY_STDEV"	"10.BEAD_STDERR"	"10.Avg_NBEADS"	"11.AVG_Signal"	"11.Detection.Pval"	"11.NARRAYS"	"11.ARRAY_STDEV"	"11.BEAD_STDERR"	"11.Avg_NBEADS"	"12.AVG_Signal"	"12.Detection.Pval"	"12.NARRAYS"	"12.ARRAY_STDEV"	"12.BEAD_STDERR"	"12.Avg_NBEADS"	"13.AVG_Signal"	"13.Detection.Pval"	"13.NARRAYS"	"13.ARRAY_STDEV"	"13.BEAD_STDERR"	"13.Avg_NBEADS"	"14.AVG_Signal"	"14.Detection.Pval"	"14.NARRAYS"	"14.ARRAY_STDEV"	"14.BEAD_STDERR"	"14.Avg_NBEADS"	"15.AVG_Signal"	"15.Detection.Pval"	"15.NARRAYS"	"15.ARRAY_STDEV"	"15.BEAD_STDERR"	"15.Avg_NBEADS"
"ILMN_1786021"	"PRKAB2"	293.9182	0	1	NA	13.49266	12	179.4267	0	1	NA	14.03266	14	167.1358	0	1	NA	9.898559	25	179.4583	0	1	NA	11.73422	17	199.0521	0	1	NA	10.96096	21	303.5179	0	1	NA	14.92775	20	165.6324	0	1	NA	11.88256	19	184.7403	0	1	NA	9.617366	26	142.4079	0	1	NA	12.57601	15	165.9744	0	1	NA	11.92296	22	444.0284	0	1	NA	24.9299	21	182.2122	0	1	NA	15.21496	20	179.8277	0	1	NA	12.7643	16	154.6095	0	1	NA	9.221275	24	177.0869	0	1	NA	12.2311	18
"ILMN_2368971"	"PSMD12"	560.0836	0	1	NA	22.20843	18	1062.556	0	1	NA	117.6178	10	1337.627	0	1	NA	109.3049	16	622.4713	0	1	NA	41.61783	22	594.6715	0	1	NA	36.36813	13	553.8729	0	1	NA	23.98393	24	817.9985	0	1	NA	34.51446	18	1202.091	0	1	NA	58.51705	27	447.7909	0	1	NA	17.89614	24	543.1652	0	1	NA	25.05843	19	730.1501	0	1	NA	29.60663	24	879.3607	0	1	NA	38.70974	21	1260.93	0	1	NA	55.53363	23	600.8633	0	1	NA	22.91777	22	730.9789	0	1	NA	42.07494	22
"ILMN_1796430"	"PSMD3"	251.1221	0	1	NA	10.5339	22	434.6006	0	1	NA	28.84318	22	969.8746	0	1	NA	63.93763	11	449.0906	0	1	NA	27.52819	36	603.7142	0	1	NA	33.45457	20	217.2741	0	1	NA	12.87645	28	334.0879	0	1	NA	16.25049	21	757.9882	0	1	NA	56.90043	22	674.783	0	1	NA	43.82263	27	534.0817	0	1	NA	35.51936	15	448.6449	0	1	NA	24.00961	25	420.3559	0	1	NA	38.41825	17	351.0097	0	1	NA	29.17466	16	433.5592	0	1	NA	24.48869	33	667.7805	0	1	NA	46.32299	13
"ILMN_1801842"	"PTX3"	262.8579	0	1	NA	15.98062	33	135.019	0.001298701	1	NA	8.650472	19	113.3533	0.02207792	1	NA	4.603769	22	66.8787	0.7753247	1	NA	4.485313	21	67.99654	0.7506493	1	NA	3.011961	34	198.0762	0	1	NA	13.20693	29	109.8976	0.002597403	1	NA	7.129045	22	102.2112	0.007792208	1	NA	8.325511	14	52.13805	0.9	1	NA	3.441003	29	62.68183	0.7	1	NA	5.255224	28	311.9221	0	1	NA	18.80165	26	127.9927	0	1	NA	6.629361	25	116.6265	0.001298701	1	NA	8.656202	26	60.05443	0.5961039	1	NA	4.414245	26	60.6106	0.6922078	1	NA	4.559912	27
"ILMN_1753002"	"RAB2B"	1067.518	0	1	NA	37.00972	19	1314.955	0	1	NA	81.76059	20	2255.088	0	1	NA	185.416	15	743.5253	0	1	NA	45.3313	19	1152.465	0	1	NA	52.44598	21	949.2733	0	1	NA	30.33969	30	1315.025	0	1	NA	47.54391	26	2039.078	0	1	NA	78.04268	20	557.0923	0	1	NA	23.54202	24	818.1722	0	1	NA	42.7838	17	1051.634	0	1	NA	34.81675	21	1385.715	0	1	NA	74.54008	18	2216.144	0	1	NA	69.8046	20	692.9134	0	1	NA	28.97129	24	1022.775	0	1	NA	32.53124	21
"ILMN_1805800"	"RAB5A"	800.5626	0	1	NA	28.11746	32	1033.672	0	1	NA	50.11729	25	1705.263	0	1	NA	151.9266	25	474.3126	0	1	NA	34.40905	12	854.8797	0	1	NA	40.34054	23	629.1245	0	1	NA	21.62662	27	913.5568	0	1	NA	36.26862	25	1389.928	0	1	NA	83.73145	20	442.5887	0	1	NA	25.09537	24	548.8773	0	1	NA	32.22351	25	926.8023	0	1	NA	49.9227	35	1045.711	0	1	NA	53.98985	30	1395.868	0	1	NA	86.88517	15	535.0396	0	1	NA	46.05171	17	814.4448	0	1	NA	29.19205	25
"ILMN_1755364"	"RALA"	2358.409	0	1	NA	75.39424	24	1283.628	0	1	NA	62.01162	30	1239.506	0	1	NA	79.31944	19	2002.413	0	1	NA	117.7372	25	2158.442	0	1	NA	113.9102	33	2094.674	0	1	NA	95.06551	27	1055.925	0	1	NA	39.8798	29	1094.52	0	1	NA	40.71038	29	1738.734	0	1	NA	55.877	30	1874.771	0	1	NA	87.90967	21	2907.271	0	1	NA	77.67214	25	1150.718	0	1	NA	62.90203	22	1107.104	0	1	NA	39.72652	30	2026.514	0	1	NA	98.30453	25	1942.895	0	1	NA	63.12494	31
"ILMN_1701434"	"RAP1B"	474.8936	0	1	NA	16.91483	24	302.8552	0	1	NA	19.69254	23	284.0991	0	1	NA	25.22864	20	123.1351	0.002597403	1	NA	6.416048	25	198.1243	0	1	NA	10.7487	27	442.9683	0	1	NA	24.39169	23	258.1129	0	1	NA	6.538076	15	271.2219	0	1	NA	13.74553	18	115.987	0	1	NA	9.361408	15	161.1954	0	1	NA	10.23517	28	725.5938	0	1	NA	29.15902	24	304.5013	0	1	NA	19.93286	18	277.9342	0	1	NA	11.46251	20	136.896	0	1	NA	11.19667	19	192.7356	0	1	NA	11.77274	32
"ILMN_2398474"	"RAP1B"	97.29624	0.2779221	1	NA	6.253066	17	80.95681	0.6324675	1	NA	7.304645	25	68.70201	0.8207792	1	NA	4.936511	20	58.31757	0.9220779	1	NA	3.951332	14	70.88348	0.6948052	1	NA	6.864853	22	90.26579	0.07272727	1	NA	7.666554	25	58.6415	0.8506494	1	NA	4.098518	16	67.27051	0.6194805	1	NA	6.152962	18	54.66681	0.8506494	1	NA	3.59353	23	79.19844	0.1454545	1	NA	10.47975	20	122.4587	0.001298701	1	NA	8.400311	21	68.58624	0.3792208	1	NA	3.792035	24	71.14958	0.2246753	1	NA	7.363688	16	58.33284	0.6623377	1	NA	4.312687	24	64.86558	0.5168831	1	NA	4.654215	32
"ILMN_1760933"	"RER1"	429.6257	0	1	NA	18.05381	27	276.039	0	1	NA	16.19648	23	285.4974	0	1	NA	14.81318	20	213.8855	0	1	NA	14.47392	21	286.1515	0	1	NA	22.81255	18	343.0251	0	1	NA	22.11871	22	244.1238	0	1	NA	12.71595	22	239.4939	0	1	NA	12.54739	14	187.8065	0	1	NA	10.22671	22	254.206	0	1	NA	16.179	16	454.0662	0	1	NA	36.62301	17	257.0258	0	1	NA	14.43386	22	252.3907	0	1	NA	13.14247	19	185.2233	0	1	NA	12.83926	15	229.8885	0	1	NA	13.01922	32
"ILMN_1800787"	"RFTN1"	1645.767	0	1	NA	62.57217	22	859.8079	0	1	NA	45.88565	30	885.2511	0	1	NA	57.6335	24	689.8965	0	1	NA	30.97461	30	747.7021	0	1	NA	44.73883	23	1492.189	0	1	NA	21.96281	25	897.7161	0	1	NA	32.26747	31	725.8456	0	1	NA	38.93586	21	584.13	0	1	NA	18.74271	27	602.4754	0	1	NA	26.40876	28	1897.954	0	1	NA	68.58756	25	1024.696	0	1	NA	47.10531	32	743.4503	0	1	NA	26.59913	22	654.2849	0	1	NA	33.80304	31	636.6064	0	1	NA	34.73458	23
"ILMN_1744949"	"RHOBTB3"	1387.243	0	1	NA	62.57806	21	553.8831	0	1	NA	36.53986	24	697.3018	0	1	NA	43.26144	27	335.6173	0	1	NA	24.01688	23	427.764	0	1	NA	28.59153	23	1450.098	0	1	NA	62.7734	26	758.0172	0	1	NA	33.85581	23	612.2182	0	1	NA	35.33255	17	297.1602	0	1	NA	15.91836	26	375.399	0	1	NA	15.00531	28	2213.993	0	1	NA	74.04451	34	720.8372	0	1	NA	44.20441	20	636.8256	0	1	NA	37.69537	24	374.2851	0	1	NA	23.53128	18	447.9018	0	1	NA	30.27212	22
"ILMN_1771051"	"RPL29"	376.4323	0	1	NA	13.42769	24	677.9654	0	1	NA	33.49672	26	863.1206	0	1	NA	29.41991	19	1115.197	0	1	NA	46.98428	25	1586.695	0	1	NA	92.92264	19	346.9357	0	1	NA	11.8631	20	562.336	0	1	NA	26.58113	28	728.8004	0	1	NA	21.9154	21	904.8677	0	1	NA	39.54007	22	1147.18	0	1	NA	52.14704	20	414.8335	0	1	NA	37.60809	15	540.6299	0	1	NA	32.44198	14	697.944	0	1	NA	27.58665	30	894.5221	0	1	NA	43.21677	20	1458.728	0	1	NA	85.25732	21
"ILMN_1737517"	"RPL29"	465.0246	0	1	NA	23.15542	25	662.1158	0	1	NA	34.75186	22	1011.57	0	1	NA	64.48703	24	1022.898	0	1	NA	57.06773	17	1591.553	0	1	NA	65.68176	28	364.6771	0	1	NA	16.43084	24	541.5566	0	1	NA	22.52339	31	752.0782	0	1	NA	33.70698	24	838.5559	0	1	NA	23.87095	28	1128.803	0	1	NA	46.19267	27	385.5524	0	1	NA	20.01884	25	619.994	0	1	NA	31.40332	28	695.3708	0	1	NA	32.03743	26	1006.784	0	1	NA	52.98954	19	1293.588	0	1	NA	77.29066	20
"ILMN_2298818"	"RPS29"	539.1542	0	1	NA	55.76738	18	271.9411	0	1	NA	18.17945	13	363.199	0	1	NA	34.43528	18	262.4149	0	1	NA	18.83906	22	339.0321	0	1	NA	21.49739	24	455.2205	0	1	NA	49.56191	16	244.9891	0	1	NA	18.34263	31	302.6829	0	1	NA	32.24889	16	259.4768	0	1	NA	16.64777	23	245.2118	0	1	NA	21.14328	16	570.6735	0	1	NA	43.59026	24	253.8293	0	1	NA	16.51177	18	301.7407	0	1	NA	19.14906	15	197.8135	0	1	NA	17.82582	19	313.8592	0	1	NA	24.26487	26
"ILMN_2173975"	"RTP4"	75.98941	0.7272727	1	NA	4.48277	30	163.0189	0	1	NA	7.066475	22	215.4704	0	1	NA	11.94114	30	78.65672	0.4896104	1	NA	5.735932	21	69.62612	0.7155844	1	NA	4.578182	22	74.19833	0.4363636	1	NA	4.865513	29	164.8346	0	1	NA	8.474067	40	187.9594	0	1	NA	15.32574	21	58.00447	0.7454545	1	NA	3.221641	23	71.49627	0.3701299	1	NA	3.824893	38	61.21697	0.6571429	1	NA	4.26841	15	188.8668	0	1	NA	10.62736	29	177.344	0	1	NA	9.071187	30	66.39362	0.3194805	1	NA	4.47077	34	73.94367	0.2038961	1	NA	7.013496	23
"ILMN_1814305"	"SAMD9"	203.7499	0	1	NA	13.52899	15	1323.258	0	1	NA	58.29464	21	1339.925	0	1	NA	70.99154	17	72.79163	0.6454545	1	NA	4.612473	19	121.1207	0.003896104	1	NA	9.518071	19	227.3864	0	1	NA	12.51088	20	1254.615	0	1	NA	68.16058	15	1673.692	0	1	NA	105.0662	15	75.58057	0.1532468	1	NA	5.588567	14	119.2504	0.001298701	1	NA	10.15436	27	282.7462	0	1	NA	16.60418	23	1382.735	0	1	NA	68.46624	20	1944.016	0	1	NA	100.7582	21	89.94356	0.005194805	1	NA	7.940014	16	130.0529	0	1	NA	8.533509	23
"ILMN_1799467"	"SAMD9L"	146.1446	0	1	NA	11.63896	18	816.0991	0	1	NA	30.1953	24	1012.864	0	1	NA	68.12236	24	88.09718	0.2493507	1	NA	5.806424	22	106.4955	0.02337662	1	NA	9.896594	15	112.1991	0.002597403	1	NA	6.281139	18	815.3729	0	1	NA	22.80173	22	968.8403	0	1	NA	36.92931	22	85.21556	0.02987013	1	NA	5.598972	24	83.24065	0.08961039	1	NA	5.526735	20	148.5398	0	1	NA	5.444221	28	901.037	0	1	NA	40.75192	24	1224.939	0	1	NA	66.2088	18	73.72515	0.09090909	1	NA	8.10776	17	95.03643	0.01298701	1	NA	5.474366	28
"ILMN_1657483"	"SEC23B"	629.2681	0	1	NA	33.15867	21	745.7346	0	1	NA	35.66431	19	1237.601	0	1	NA	83.98984	26	722.265	0	1	NA	38.39046	29	727.2949	0	1	NA	47.16851	29	545.9493	0	1	NA	28.89339	19	774.2326	0	1	NA	53.62751	30	1200.534	0	1	NA	49.10721	29	566.7405	0	1	NA	24.73522	22	637.852	0	1	NA	36.07333	31	596.3424	0	1	NA	22.9768	20	807.1512	0	1	NA	48.52214	23	1269.734	0	1	NA	84.52205	18	696.4088	0	1	NA	41.09612	23	819.5471	0	1	NA	42.75527	26
"ILMN_2366246"	"SEC23B"	659.4937	0	1	NA	24.51468	23	965.1423	0	1	NA	72.19553	16	1405.022	0	1	NA	64.87328	20	766.3638	0	1	NA	32.7284	24	938.4656	0	1	NA	49.02507	25	555.7031	0	1	NA	19.74006	22	853.1119	0	1	NA	44.64849	14	1299.608	0	1	NA	52.05342	24	708.2042	0	1	NA	29.81817	16	722.4286	0	1	NA	29.63382	26	693.2156	0	1	NA	41.37216	13	911.315	0	1	NA	49.26199	26	1426.983	0	1	NA	77.2496	27	816.2537	0	1	NA	45.19682	22	861.0587	0	1	NA	40.41627	22
"ILMN_1744381"	"SERPINE1"	5956.37	0	1	NA	189.2295	20	3467.236	0	1	NA	209.538	21	3635.394	0	1	NA	316.6786	19	143.6907	0.001298701	1	NA	6.361869	22	238.1183	0	1	NA	17.59524	20	4595.954	0	1	NA	186.9796	30	3318.268	0	1	NA	141.1742	21	2873.851	0	1	NA	196.3409	23	125.5479	0	1	NA	9.792211	20	142.8937	0	1	NA	8.289236	19	7375.283	0	1	NA	396.8555	24	3282.295	0	1	NA	234.5757	23	2651.96	0	1	NA	118.8761	21	134.417	0	1	NA	8.01084	35	166.4836	0	1	NA	8.630289	18
"ILMN_1664362"	"SGIP1"	142.6847	0	1	NA	7.723718	20	101.4538	0.1818182	1	NA	4.201842	27	86.39424	0.4597403	1	NA	4.985915	28	65.97219	0.7857143	1	NA	3.712414	25	89.34782	0.2077922	1	NA	4.049665	28	144.4335	0	1	NA	7.825643	21	97.89031	0.01818182	1	NA	4.535417	19	90.07192	0.04805195	1	NA	4.002321	31	66.83565	0.4233766	1	NA	2.723193	21	87.16667	0.03506494	1	NA	4.931909	26	156.2426	0	1	NA	6.788656	21	98.1096	0.001298701	1	NA	5.220204	24	79.93787	0.07272727	1	NA	4.091454	29	78.69162	0.04805195	1	NA	5.890628	23	78.57766	0.1051948	1	NA	3.615216	28
"ILMN_1785330"	"SH3BP4"	1052.302	0	1	NA	24.2486	19	515.7792	0	1	NA	34.08942	23	437.8195	0	1	NA	18.06782	22	469.9432	0	1	NA	21.81618	20	599.9412	0	1	NA	8.287819	12	1043.562	0	1	NA	49.57975	24	457.0263	0	1	NA	18.87933	24	500.243	0	1	NA	16.73833	26	418.8335	0	1	NA	12.67234	22	504.0607	0	1	NA	16.37483	24	1337.098	0	1	NA	58.53459	23	560.8718	0	1	NA	24.01199	20	571.9124	0	1	NA	18.95022	32	445.632	0	1	NA	21.17362	23	522.5499	0	1	NA	26.52487	19
"ILMN_1707720"	"SLC1A5"	1707.397	0	1	NA	136.9508	20	747.2906	0	1	NA	37.49276	22	690.7622	0	1	NA	68.50651	16	532.3705	0	1	NA	33.60197	18	373.9228	0	1	NA	21.28599	22	1222.175	0	1	NA	44.98016	13	711.6028	0	1	NA	34.22477	20	769.1623	0	1	NA	58.10168	18	454.3211	0	1	NA	28.69568	14	313.5743	0	1	NA	11.72919	20	1836.947	0	1	NA	88.36092	19	694.0047	0	1	NA	61.32576	12	789.7448	0	1	NA	47.88703	26	492.6038	0	1	NA	26.32616	20	325.8864	0	1	NA	17.21011	26
"ILMN_1651799"	"SLC38A2"	6500.456	0	1	NA	259.3921	23	2069.619	0	1	NA	101.0571	27	1904.894	0	1	NA	96.88248	24	962.1232	0	1	NA	23.46968	22	1347.213	0	1	NA	76.55009	26	4842.233	0	1	NA	161.7336	27	2093.821	0	1	NA	79.31487	22	2060.042	0	1	NA	92.48045	20	795.4515	0	1	NA	33.29993	27	1109.57	0	1	NA	44.58084	26	8883.714	0	1	NA	372.3722	25	2350.094	0	1	NA	146.2774	22	1982.811	0	1	NA	109.0324	26	860.8474	0	1	NA	46.22639	25	1179.29	0	1	NA	56.1848	25
"ILMN_2131861"	"SOCS2"	1314.787	0	1	NA	57.3352	18	534.8576	0	1	NA	26.87736	24	633.8606	0	1	NA	41.83762	15	564.5358	0	1	NA	45.35103	17	922.1277	0	1	NA	46.23448	20	1187.549	0	1	NA	21.40131	11	628.5593	0	1	NA	29.45833	13	510.2891	0	1	NA	22.15002	17	478.9134	0	1	NA	15.8172	28	730.0978	0	1	NA	35.37753	21	1529.583	0	1	NA	66.24004	28	598.7983	0	1	NA	27.71248	22	574.3647	0	1	NA	29.21955	25	629.9717	0	1	NA	29.44436	27	819.7572	0	1	NA	47.58023	20
"ILMN_1798926"	"SOCS2"	370.8514	0	1	NA	13.86296	28	223.0095	0	1	NA	14.11962	28	235.2044	0	1	NA	18.01071	24	210.2103	0	1	NA	10.42555	29	302.3595	0	1	NA	12.94095	24	325.4216	0	1	NA	16.6393	27	188.3361	0	1	NA	7.569025	23	195.0085	0	1	NA	14.24257	25	166.1697	0	1	NA	9.15412	20	196.1641	0	1	NA	13.54161	16	380.7284	0	1	NA	16.32768	25	190.3432	0	1	NA	13.98863	17	185.4576	0	1	NA	10.99596	20	195.7022	0	1	NA	12.58794	30	271.8508	0	1	NA	16.71651	25
"ILMN_1799104"	"SPAG9"	322.8754	0	1	NA	25.56873	17	376.9123	0	1	NA	14.57442	30	692.3307	0	1	NA	46.80199	19	315.0112	0	1	NA	18.11276	25	290.194	0	1	NA	22.01667	12	334.8777	0	1	NA	14.93448	28	499.5222	0	1	NA	39.95773	16	630.5965	0	1	NA	35.12451	23	276.1474	0	1	NA	16.05094	23	312.7209	0	1	NA	15.42184	23	333.3667	0	1	NA	15.85697	21	389.7002	0	1	NA	31.81671	18	655.7363	0	1	NA	25.19402	24	257.5052	0	1	NA	13.56852	20	309.7117	0	1	NA	17.78783	22
"ILMN_2263718"	"SPAG9"	439.2037	0	1	NA	29.72035	20	551.0264	0	1	NA	24.90683	34	817.0457	0	1	NA	35.27723	22	321.1595	0	1	NA	15.30518	29	437.9648	0	1	NA	20.63667	39	415.9908	0	1	NA	17.22692	21	584.9832	0	1	NA	34.02771	23	903.6718	0	1	NA	28.11009	32	339.906	0	1	NA	16.74179	21	466.2881	0	1	NA	27.73495	17	529.6455	0	1	NA	23.61328	20	574.7632	0	1	NA	36.00055	22	879.0685	0	1	NA	36.58001	20	338.7293	0	1	NA	16.52631	28	410.1011	0	1	NA	21.92574	26
"ILMN_1728256"	"SPAG9"	156.7519	0	1	NA	6.724329	25	232.5298	0	1	NA	10.73588	36	314.9357	0	1	NA	23.58855	27	163.3513	0	1	NA	10.37141	30	183.6613	0	1	NA	9.890153	32	163.9872	0	1	NA	11.45717	25	198.7131	0	1	NA	12.54709	22	246.9427	0	1	NA	13.47863	31	121.0735	0	1	NA	6.93445	20	141.3642	0	1	NA	11.24251	23	147.4317	0	1	NA	10.08666	21	184.7417	0	1	NA	18.97899	20	247.6027	0	1	NA	14.41501	25	132.9995	0	1	NA	7.089191	33	154.9283	0	1	NA	9.616183	21
"ILMN_2095133"	"SPTAN1"	861.3502	0	1	NA	62.7084	11	561.9534	0	1	NA	31.04917	14	509.3369	0	1	NA	21.38558	22	296.9562	0	1	NA	12.70492	18	455.902	0	1	NA	30.41906	20	825.0779	0	1	NA	38.87269	28	631.9505	0	1	NA	27.4624	31	691.3112	0	1	NA	49.55193	14	315.9317	0	1	NA	12.40249	18	388.5065	0	1	NA	33.10733	19	1017.814	0	1	NA	59.4896	19	563.5272	0	1	NA	33.18705	24	551.7938	0	1	NA	26.36728	21	310.7902	0	1	NA	19.91432	24	338.8683	0	1	NA	15.5397	15
"ILMN_2192032"	"SRP19"	1161.877	0	1	NA	48.1813	34	1689.381	0	1	NA	83.29771	29	3188.012	0	1	NA	146.9793	23	923.137	0	1	NA	66.0483	22	1339.849	0	1	NA	53.01618	30	1275.017	0	1	NA	53.46141	18	1559.876	0	1	NA	51.47622	32	2296.907	0	1	NA	84.38604	23	835.5251	0	1	NA	37.9917	28	966.1083	0	1	NA	42.19649	25	1546.362	0	1	NA	70.16839	24	1576.045	0	1	NA	60.10599	30	2260.338	0	1	NA	96.16521	24	893.1433	0	1	NA	32.90002	34	1265.526	0	1	NA	48.65794	32
"ILMN_1785660"	"SRPR"	641.207	0	1	NA	27.43955	23	703.9258	0	1	NA	39.7538	20	923.8466	0	1	NA	44.44928	15	352.1661	0	1	NA	16.53043	20	452.5654	0	1	NA	22.16887	34	575.7386	0	1	NA	25.67074	18	623.5676	0	1	NA	33.35704	19	928.8981	0	1	NA	46.25433	22	341.6445	0	1	NA	15.83012	31	345.8292	0	1	NA	14.81194	20	575.713	0	1	NA	31.1463	22	724.2903	0	1	NA	44.59323	18	866.9454	0	1	NA	45.21637	30	343.2822	0	1	NA	15.99549	24	377.5392	0	1	NA	25.17169	19
"ILMN_1677162"	"SFRS13A"	264.0103	0	1	NA	9.605781	27	295.6894	0	1	NA	17.93774	24	529.7717	0	1	NA	43.42439	25	219.0969	0	1	NA	12.20319	18	253.381	0	1	NA	19.86106	20	266.404	0	1	NA	13.45364	29	334.9674	0	1	NA	20.39399	25	445.5341	0	1	NA	37.99153	24	152.6035	0	1	NA	7.493686	32	177.9162	0	1	NA	7.805556	28	337.7153	0	1	NA	23.65134	25	290.8758	0	1	NA	17.27114	30	518.1627	0	1	NA	40.60616	25	200.5363	0	1	NA	11.85059	21	227.2082	0	1	NA	13.10159	18
"ILMN_2354649"	"SFRS13A"	219.2748	0	1	NA	12.96023	14	304.104	0	1	NA	22.14247	22	383.1042	0	1	NA	23.6517	23	194.371	0	1	NA	10.34357	26	184.0075	0	1	NA	9.878992	25	224.3195	0	1	NA	15.82505	17	202.2603	0	1	NA	13.46017	17	304.9141	0	1	NA	23.31523	21	164.2809	0	1	NA	14.25648	20	142.2355	0	1	NA	10.18403	22	218.739	0	1	NA	16.77644	27	208.9967	0	1	NA	10.44133	19	355.2383	0	1	NA	22.87979	23	175.7546	0	1	NA	9.239017	24	177.3646	0	1	NA	18.46988	18
"ILMN_1778836"	"SFRS7"	741.9188	0	1	NA	22.71902	29	507.0062	0	1	NA	28.72636	22	389.9575	0	1	NA	23.20091	17	229.6744	0	1	NA	12.56007	20	332.0768	0	1	NA	15.11509	26	697.3877	0	1	NA	34.03376	27	398.2323	0	1	NA	16.68277	29	391.7743	0	1	NA	16.67841	22	202.1129	0	1	NA	7.862443	21	240.9893	0	1	NA	11.82792	24	835.7817	0	1	NA	28.45005	32	443.5638	0	1	NA	24.83948	20	415.0358	0	1	NA	20.79186	23	201.8895	0	1	NA	10.62708	22	328.8716	0	1	NA	11.27619	11
"ILMN_1717052"	"STARD10"	230.3228	0	1	NA	13.17249	22	300.8673	0	1	NA	21.81781	21	380.7886	0	1	NA	28.27424	20	505.0687	0	1	NA	33.59698	19	834.9594	0	1	NA	54.11636	22	177.1483	0	1	NA	14.87907	16	208.3724	0	1	NA	18.62482	21	394.8349	0	1	NA	18.80137	30	554.2779	0	1	NA	38.87247	21	578.2498	0	1	NA	30.58205	27	202.1633	0	1	NA	13.96288	17	237.3097	0	1	NA	18.60811	23	347.7007	0	1	NA	16.23997	25	513.7563	0	1	NA	26.43877	24	774.1193	0	1	NA	51.22592	28
"ILMN_2206474"	"TMEM90B"	168.8161	0	1	NA	6.069018	23	106.7317	0.09740259	1	NA	5.379963	36	99.47652	0.151948	1	NA	8.119924	18	82.25935	0.4090909	1	NA	5.928062	20	84.12528	0.325974	1	NA	7.798148	19	156.7588	0	1	NA	7.981596	22	99.25748	0.01428571	1	NA	3.995963	26	101.2187	0.009090909	1	NA	5.901915	22	72.67229	0.2142857	1	NA	4.203414	27	74.08112	0.2727273	1	NA	6.414518	21	153.985	0	1	NA	8.987682	24	107.4853	0	1	NA	8.585962	16	103.8359	0.002597403	1	NA	5.542856	19	70.14567	0.1961039	1	NA	5.555703	19	67.63138	0.4142857	1	NA	3.907924	22
"ILMN_1751079"	"TAP1"	477.2116	0	1	NA	19.08347	24	2068.941	0	1	NA	90.72263	26	2379.263	0	1	NA	93.39297	26	719.1052	0	1	NA	7.78627	12	999.3201	0	1	NA	42.47032	28	429.741	0	1	NA	17.76995	24	2114.142	0	1	NA	81.36172	34	2402.543	0	1	NA	125.7079	26	675.1523	0	1	NA	23.53002	19	769.7285	0	1	NA	33.12645	30	529.5364	0	1	NA	23.19771	27	2207.512	0	1	NA	73.87583	34	2663.181	0	1	NA	110.6461	21	685.2399	0	1	NA	29.5536	26	847.2557	0	1	NA	37.07664	33
"ILMN_1777565"	"TAP2"	186.2244	0	1	NA	8.21914	33	386.9727	0	1	NA	30.99283	16	369.7489	0	1	NA	13.42319	23	169.2373	0	1	NA	10.7858	17	180.0404	0.001298701	1	NA	13.88303	14	155.5489	0	1	NA	7.607053	25	344.0044	0	1	NA	12.41607	24	441.4789	0	1	NA	17.4328	25	144.2472	0	1	NA	8.40236	20	154.0004	0	1	NA	9.69853	18	221.0979	0	1	NA	17.43289	21	421.265	0	1	NA	23.52006	27	500.862	0	1	NA	30.0091	16	153.3134	0	1	NA	7.121501	30	181.3349	0	1	NA	7.638717	34
"ILMN_1713449"	"TBX3"	675.5913	0	1	NA	32.73003	29	284.6986	0	1	NA	16.83731	25	330.267	0	1	NA	20.68442	26	210.6091	0	1	NA	14.2656	29	267.6278	0	1	NA	17.62907	24	543.0021	0	1	NA	18.18154	32	281.7314	0	1	NA	13.64277	38	275.6218	0	1	NA	12.1833	24	152.0209	0	1	NA	10.74818	23	189.0916	0	1	NA	13.95001	25	779.8853	0	1	NA	43.6035	27	330.2753	0	1	NA	20.46468	18	311.5181	0	1	NA	21.61842	24	178.8322	0	1	NA	12.6158	30	230.474	0	1	NA	16.64123	25
